"filename","id","refseq_species","ANI_species_group","fabv_detected","type_strain","total_contigs","total_length","N50","Completeness","Contamination","overall_quality","refseq_description"
"GCF_002916305.1_7968A_genomic.fna","NZ_NBAI01000001.1","pseudomonas_amygdali","avellanae",0,0,278,6498711,91262,100,0.32,98.4,"Pseudomonas amygdali pv. morsprunorum strain 7968A contig_1, whole genome shotgun sequence"
"GCF_002916335.1_7969_genomic.fna","NZ_NBAJ01000001.1","pseudomonas_syringae","syringae",0,0,92,6185932,164374,100,0.45,97.75,"Pseudomonas syringae strain 7969 contig_1, whole genome shotgun sequence"
"GCF_002916355.1_8094A_genomic.fna","NZ_NBAK01000058.1","pseudomonas_syringae","syringae",0,0,71,5942438,265238,100,0.24,98.8,"Pseudomonas syringae pv. syringae strain 8094A contig_1, whole genome shotgun sequence"
"GCF_002916375.1_7928C_genomic.fna","NZ_NBAM01000001.1","pseudomonas_syringae","syringae",0,0,49,5994455,325175,100,0.88,95.6,"Pseudomonas syringae strain 7928C contig_1, whole genome shotgun sequence"
"GCF_002916395.1_5270_genomic.fna","NZ_NBAN01000001.1","pseudomonas_amygdali","amygdali_group",0,0,185,6258313,202152,100,0.59,97.05,"Pseudomonas amygdali pv. morsprunorum strain 5270 contig_1, whole genome shotgun sequence"
"GCF_002917155.1_pss2676_genomic.fna","NZ_MLEY01000001.1","pseudomonas_syringae","syringae",0,0,90,6158476,259660,100,0.47,97.65,"Pseudomonas syringae pv. syringae strain 2676C contig_1, whole genome shotgun sequence"
"GCF_002917195.1_pss2675_genomic.fna","NZ_MLEX01000001.1","pseudomonas_syringae","syringae",0,0,65,5994384,227612,100,0.39,98.05,"Pseudomonas syringae pv. syringae strain 2675C contig_1, whole genome shotgun sequence"
"GCF_002917215.1_pss2682_genomic.fna","NZ_MLFA01000001.1","pseudomonas_syringae","syringae",0,0,185,6259099,242212,100,0.83,95.85,"Pseudomonas syringae pv. syringae strain 2682C contig_1, whole genome shotgun sequence"
"GCF_002917245.1_pss3023_genomic.fna","NZ_MLFD01000001.1","pseudomonas_syringae","syringae",0,0,227,6202716,456738,100,2.13,89.35,"Pseudomonas syringae pv. syringae strain 3023 contig_1, whole genome shotgun sequence"
"GCF_002927035.1_ASM292703v1_genomic.fna","NZ_JPFE01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,6,7301038,2846065,99.94,0.4,97.94,"Pseudomonas aeruginosa strain W25637 contig1, whole genome shotgun sequence"
"GCF_002927095.1_ASM292709v1_genomic.fna","NZ_JPFA01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,4,6431245,4218534,99.36,0.08,98.96,"Pseudomonas aeruginosa strain M74707 contig1, whole genome shotgun sequence"
"GCF_002927135.1_ASM292713v1_genomic.fna","NZ_JPFG01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,4,7149174,4145326,100,0.4,98,"Pseudomonas aeruginosa strain W91453 contig1, whole genome shotgun sequence"
"GCF_002927155.1_ASM292715v1_genomic.fna","NZ_JPFD01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,5,6899861,3388844,99.68,0.13,99.03,"Pseudomonas aeruginosa strain T6313 contig1, whole genome shotgun sequence"
"GCF_002927195.1_ASM292719v1_genomic.fna","NZ_JPFB01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,2,6808580,5523337,99.68,0.11,99.13,"Pseudomonas aeruginosa strain RM1 contig1, whole genome shotgun sequence"
"GCF_002927215.1_ASM292721v1_genomic.fna","NZ_JPFF01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,5,6719299,1740019,99.68,0.4,97.68,"Pseudomonas aeruginosa strain W70322 contig1, whole genome shotgun sequence"
"GCF_002927235.1_ASM292723v1_genomic.fna","NZ_JPEY01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,10,7355395,2188857,100,0.4,98,"Pseudomonas aeruginosa strain M55212 contig1, whole genome shotgun sequence"
"GCF_002929225.1_ASM292922v1_genomic.fna","NZ_PISM01000001.1","pseudomonas_kunmingensis","chloritidismutans_group",0,0,22,4898053,835410,99.36,0.14,98.66,"Pseudomonas kunmingensis strain BUN14 Contig_1, whole genome shotgun sequence"
"GCF_002934345.1_ASM293434v1_genomic.fna","NZ_CP026386.1","pseudomonas_sp.","soli",1,0,1,6313552,6313552,99.68,0.22,98.58,"Pseudomonas sp. PONIH3 chromosome, complete genome"
"GCF_002941105.1_ASM294110v1_genomic.fna","NZ_PTLV01000095.1","pseudomonas_oleovorans","oleovorans_group",0,0,187,4859836,85682,99.18,1.15,93.43,"Pseudomonas oleovorans strain YKJ NODE_100_length_5239_cov_69.6574_ID_201, whole genome shotgun sequence"
"GCF_002942025.1_ASM294202v1_genomic.fna","NZ_PTLX01000010.1","pseudomonas_aeruginosa","aeruginosa",1,0,74,6302415,264930,99.68,0.08,99.28,"Pseudomonas aeruginosa strain 8491 NODE_10_length_234743_cov_80.1976, whole genome shotgun sequence"
"GCF_002942045.1_ASM294204v1_genomic.fna","NZ_PTLY01000100.1","pseudomonas_aeruginosa","aeruginosa",1,0,300,6503965,198445,99.68,3.11,84.13,"Pseudomonas aeruginosa strain 8508 NODE_100_length_954_cov_1.27366, whole genome shotgun sequence"
"GCF_002943685.1_ASM294368v1_genomic.fna","NZ_MUHI01000001.1","pseudomonas_fluorescens","fluorescens",1,0,115,6442614,120752,99.68,0.85,95.43,"Pseudomonas fluorescens strain ATCC 13525 43476_contig_1, whole genome shotgun sequence"
"GCF_002943995.1_ASM294399v1_genomic.fna","NZ_CP014062.1","pseudomonas_monteilii","monteilii",1,0,2,5897272,5836684,100,0.29,98.55,"Pseudomonas monteilii strain FDAARGOS_171 chromosome, complete genome"
"GCF_002946935.1_ASM294693v1_genomic.fna","NZ_CP026680.1","pseudomonas_aeruginosa","aeruginosa",1,0,1,6645227,6645227,99.68,1.88,90.28,"Pseudomonas aeruginosa strain F5677 chromosome, complete genome"
"GCF_002947915.1_ASM294791v1_genomic.fna","NZ_CP026674.1","pseudomonas_sp.","taiwanensis",1,0,1,5919083,5919083,100,1.6,92,"Pseudomonas sp. SWI44 chromosome, complete genome"
"GCF_002947975.1_ASM294797v1_genomic.fna","NZ_CP026676.1","pseudomonas_sp.","taiwanensis",1,0,1,5652054,5652054,99.98,0.22,98.88,"Pseudomonas sp. SWI6 chromosome, complete genome"
"GCF_002949975.1_ASM294997v1_genomic.fna","NZ_CP026880.1","pseudomonas_sp.","panacis",1,0,1,6548975,6548975,100,1.42,92.9,"Pseudomonas sp. LH1G9 chromosome, complete genome"
"GCF_002949995.1_ASM294999v1_genomic.fna","NZ_CP026881.1","pseudomonas_sp.","proteolytica",1,0,1,6289439,6289439,100,0.08,99.6,"Pseudomonas sp. LG1D9 chromosome, complete genome"
"GCF_002951475.1_ASM295147v1_genomic.fna","NZ_CP014025.1","pseudomonas_fulva","fulva",1,0,1,4865091,4865091,100,0.15,99.25,"Pseudomonas fulva strain FDAARGOS_167 chromosome, complete genome"
"GCF_002953635.1_ASM295363v1_genomic.fna","NZ_CP025494.1","pseudomonas_palleroniana","palleroniana",1,0,1,6291344,6291344,100,0.91,95.45,"Pseudomonas palleroniana strain MAB3 chromosome"
"GCF_002964255.1_ASM296425v1_genomic.fna","NZ_PUEX01000010.1","pseudomonas_aeruginosa","aeruginosa",1,0,96,6864108,216741,99.68,0.25,98.43,"Pseudomonas aeruginosa strain 8489 NODE_10_length_225346_cov_50.8949, whole genome shotgun sequence"
"GCF_002964275.1_ASM296427v1_genomic.fna","NZ_PUEY01000010.1","pseudomonas_aeruginosa","aeruginosa",1,0,94,6461928,182492,99.68,0.08,99.28,"Pseudomonas aeruginosa strain 8490 NODE_10_length_198332_cov_63.3798, whole genome shotgun sequence"
"GCF_002964295.1_ASM296429v1_genomic.fna","NZ_PUEW01000010.1","pseudomonas_aeruginosa","aeruginosa",1,0,77,6426410,173693,99.68,0.08,99.28,"Pseudomonas aeruginosa strain 8488 NODE_10_length_198689_cov_29.8419, whole genome shotgun sequence"
"GCF_002966555.1_ASM296655v1_genomic.fna","NZ_CP019871.1","pseudomonas_syringae","avellanae",0,0,4,6523367,6220728,100,0.35,98.25,"Pseudomonas syringae pv. tomato strain B13-200 chromosome, complete genome"
"GCF_002966835.1_ASM296683v1_genomic.fna","NZ_CP023272.1","pseudomonas_lurida","lurida",1,0,1,6100532,6100532,99.36,0.51,96.81,"Pseudomonas lurida strain MYb11 chromosome, complete genome"
"GCF_002968515.1_ASM296851v1_genomic.fna","NZ_CP027165.1","pseudomonas_aeruginosa","aeruginosa",1,0,1,6463575,6463575,99.68,0.08,99.28,"Pseudomonas aeruginosa strain AR_0360 chromosome, complete genome"
"GCF_002968585.1_ASM296858v1_genomic.fna","NZ_CP027171.1","pseudomonas_aeruginosa","aeruginosa",1,0,1,6747010,6747010,99.36,0.45,97.11,"Pseudomonas aeruginosa strain AR_0354 chromosome, complete genome"
"GCF_002968655.1_ASM296865v1_genomic.fna","NZ_CP027172.1","pseudomonas_aeruginosa","aeruginosa",1,0,2,7282236,7240677,99.68,0.83,95.53,"Pseudomonas aeruginosa strain AR_0353 chromosome, complete genome"
"GCF_002968695.1_ASM296869v1_genomic.fna","NZ_CP027174.1","pseudomonas_aeruginosa","aeruginosa",1,0,3,7086054,7012922,99.68,0.45,97.43,"Pseudomonas aeruginosa strain AR_0230 chromosome, complete genome"
"GCF_002968955.1_ASM296895v1_genomic.fna","NZ_CP027166.1","pseudomonas_aeruginosa","aeruginosa",1,0,1,7162784,7162784,99.68,0.5,97.18,"Pseudomonas aeruginosa strain AR_0357 chromosome, complete genome"
"GCF_002976195.1_ASM297619v1_genomic.fna","NZ_PPDQ01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,77,6411861,350333,99.68,0.08,99.28,"Pseudomonas aeruginosa strain WCHPA075063, whole genome shotgun sequence"
"GCF_002976215.1_ASM297621v1_genomic.fna","NZ_PPDR01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,76,6405622,373342,99.68,0.08,99.28,"Pseudomonas aeruginosa strain WCHPA075056, whole genome shotgun sequence"
"GCF_002979185.1_ASM297918v1_genomic.fna","NZ_PCOA01000001.1","pseudomonas_sp.","vranovensis",1,0,42,5742799,223767,100,1.04,94.8,"Pseudomonas sp. MYb187 MYb187_contig000001, whole genome shotgun sequence"
"GCF_002979885.1_ASM297988v1_genomic.fna","NZ_PCPX01000001.1","pseudomonas_lurida","lurida",1,0,33,6064613,343729,99.68,0.51,97.13,"Pseudomonas lurida strain MYb22 MYb22_1, whole genome shotgun sequence"
"GCF_002979985.1_ASM297998v1_genomic.fna","NZ_PCQF01000001.1","pseudomonas_lurida","lurida",1,0,36,6061908,319399,100,0.51,97.45,"Pseudomonas lurida strain MYb17 MYb17_1, whole genome shotgun sequence"
"GCF_002980015.1_ASM298001v1_genomic.fna","NZ_PCQG01000001.1","pseudomonas_lurida","lurida",1,0,31,6066475,415921,99.68,0.51,97.13,"Pseudomonas lurida strain MYb16 MYb16_1, whole genome shotgun sequence"
"GCF_002980075.1_ASM298007v1_genomic.fna","NZ_PCQI01000001.1","pseudomonas_sp.","lurida",1,0,44,6065095,341090,100,0.51,97.45,"Pseudomonas sp. MYb13 MYb13_1, whole genome shotgun sequence"
"GCF_002980105.1_ASM298010v1_genomic.fna","NZ_PCQK01000001.1","pseudomonas_lurida","lurida",1,0,31,6065346,343786,99.68,0.51,97.13,"Pseudomonas lurida strain MYb12 MYb12_1, whole genome shotgun sequence"
"GCF_002980215.1_ASM298021v1_genomic.fna","NZ_PCQP01000001.1","pseudomonas_lurida","lurida",1,0,35,6064184,343786,99.68,0.51,97.13,"Pseudomonas lurida strain MYb1 MYb1_1, whole genome shotgun sequence"
"GCF_002980255.1_ASM298025v1_genomic.fna","NZ_PPDV01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,49,6301647,351877,99.68,0.4,97.68,"Pseudomonas aeruginosa strain WCHPA075017, whole genome shotgun sequence"
"GCF_002980265.1_ASM298026v1_genomic.fna","NZ_PPDW01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,77,6360138,350021,99.68,0.08,99.28,"Pseudomonas aeruginosa strain WCHPA075016, whole genome shotgun sequence"
"GCF_002980295.1_ASM298029v1_genomic.fna","NZ_PPDU01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,88,6384873,197046,99.68,0.08,99.28,"Pseudomonas aeruginosa strain WCHPA075022, whole genome shotgun sequence"
"GCF_002980305.1_ASM298030v1_genomic.fna","NZ_PPDS01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,89,6385572,197046,99.68,0.08,99.28,"Pseudomonas aeruginosa strain WCHPA075045, whole genome shotgun sequence"
"GCF_002980335.1_ASM298033v1_genomic.fna","NZ_PPDZ01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,88,6384878,197046,99.68,0.08,99.28,"Pseudomonas aeruginosa strain WCHPA075004, whole genome shotgun sequence"
"GCF_002980355.1_ASM298035v1_genomic.fna","NZ_PPDX01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,49,6301629,351858,99.68,0.4,97.68,"Pseudomonas aeruginosa strain WCHPA075015, whole genome shotgun sequence"
"GCF_002980375.1_ASM298037v1_genomic.fna","NZ_PPDY01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,53,6383498,354437,99.68,0.13,99.03,"Pseudomonas aeruginosa strain WCHPA075006, whole genome shotgun sequence"
"GCF_002980385.1_ASM298038v1_genomic.fna","NZ_PPDT01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,54,6325880,296147,99.68,0.19,98.73,"Pseudomonas aeruginosa strain WCHPA075025, whole genome shotgun sequence"
"GCF_002992185.1_ASM299218v1_genomic.fna","NZ_LUVY01000001.1","pseudomonas_sp.","monteilii",1,0,42,5946122,322774,100,0.64,96.8,"Pseudomonas sp. LLC-1 con001, whole genome shotgun sequence"
"GCF_002997005.1_ASM299700v1_genomic.fna","NZ_CP027538.1","pseudomonas_aeruginosa","aeruginosa",1,0,1,6822666,6822666,99.68,0.9,95.18,"Pseudomonas aeruginosa strain AR_0095 chromosome, complete genome"
"GCF_003000655.1_ASM300065v1_genomic.fna","NZ_PSQQ01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,1,7172470,7172470,99.68,0.96,94.88,"Pseudomonas aeruginosa strain AR_0355 AR0355.contig.0_1, whole genome shotgun sequence"
"GCF_003000695.1_ASM300069v1_genomic.fna","NZ_PSQS01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,3,6940345,6935329,99.68,0.35,97.93,"Pseudomonas aeruginosa strain AR_0359 AR0359.contig.0_1, whole genome shotgun sequence"
"GCF_003000755.1_ASM300075v1_genomic.fna","NZ_PSQR01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,5,7284124,5519119,99.68,0.85,95.43,"Pseudomonas aeruginosa strain AR_0358 AR0358.contig.0_1, whole genome shotgun sequence"
"GCF_003000795.1_ASM300079v1_genomic.fna","NZ_PSQP01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,4,6611054,6565899,99.68,0.19,98.73,"Pseudomonas aeruginosa strain AR_0351 AR0351.contig.0_1, whole genome shotgun sequence"
"GCF_003001535.1_ASM300153v1_genomic.fna","NZ_PVUL01000090.1","pseudomonas_simiae","simiae",1,0,56,6669267,380267,100,0.72,96.4,"Pseudomonas simiae strain 73148/1 NODE_100_length_268_cov_1, whole genome shotgun sequence"
"GCF_003001615.1_ASM300161v1_genomic.fna","NZ_PVUM01000099.1","pseudomonas_fragi","fragi",0,0,88,5342376,149329,99.95,3.1,84.45,"Pseudomonas fragi strain 21197/1 NODE_100_length_450_cov_0.766756, whole genome shotgun sequence"
"GCF_003004465.1_ASM300446v1_genomic.fna","NZ_PVUD01000001.1","pseudomonas_sp.","protegens",1,0,22,6900659,948909,99.68,0.95,94.93,"Pseudomonas sp. NFPP22 Ga0059014_101, whole genome shotgun sequence"
"GCF_003008395.1_ASM300839v1_genomic.fna","NZ_PXNR01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,70,6161034,152407,99.68,0.08,99.28,"Pseudomonas aeruginosa strain FLR01 scaffold1.1, whole genome shotgun sequence"
"GCF_003008495.1_ASM300849v1_genomic.fna","NZ_CP027664.1","pseudomonas_stutzeri","stutzeri",0,0,1,4454378,4454378,99.89,0.4,97.89,"Pseudomonas stutzeri strain 1W1-1A chromosome, complete genome"
"GCF_003008635.1_ASM300863v1_genomic.fna","NZ_CP027656.1","pseudomonas_chlororaphis","chlororaphis",1,0,1,6818002,6818002,99.68,0.4,97.68,"Pseudomonas chlororaphis subsp. piscium strain ZJU60 chromosome, complete genome"
"GCF_003028335.1_ASM302833v1_genomic.fna","NZ_CP028162.1","pseudomonas_aeruginosa","aeruginosa",1,0,1,7050928,7050928,99.68,0.4,97.68,"Pseudomonas aeruginosa strain MRSN12280 chromosome, complete genome"
"GCF_003031005.1_ASM303100v1_genomic.fna","NZ_PKLC01000001.1","pseudomonas_baetica","baetica",0,0,20,6772406,954407,99.12,0.83,94.97,"Pseudomonas baetica strain a390 contig001, whole genome shotgun sequence"
"GCF_003031675.1_ASM303167v1_genomic.fna","NZ_PYWX01000002.1","pseudomonas_palleroniana","palleroniana",1,0,87,6119217,134607,99.52,0.61,96.47,"Pseudomonas palleroniana strain LMG 23076 102, whole genome shotgun sequence"
"GCF_003047145.2_ASM304714v2_genomic.fna","NZ_CP025149.2","pseudomonas_stutzeri","stutzeri",0,0,1,4524655,4524655,99.89,1.11,94.34,"Pseudomonas stutzeri strain SGAir0442 chromosome, complete genome"
"GCF_003047185.1_ASM304718v1_genomic.fna","NZ_CP028490.1","pseudomonas_syringae","syringae",0,0,1,6080544,6080544,99.2,0.26,97.9,"Pseudomonas syringae pv. atrofaciens strain LMG5095 chromosome, complete genome"
"GCF_003052005.2_ASM305200v2_genomic.fna","NZ_CP028584.2","pseudomonas_aeruginosa","aeruginosa",1,0,1,6886080,6886080,99.68,0.46,97.38,"Pseudomonas aeruginosa strain WCHPA075019 chromosome, complete genome"
"GCF_003052605.1_ASM305260v1_genomic.fna","NZ_QASO01000001.1","pseudomonas_indoloxydans","oleovorans_group",0,0,143,5199651,60031,99.52,2.32,87.92,"Pseudomonas indoloxydans strain JCM 14246, whole genome shotgun sequence"
"GCF_003053445.1_ASM305344v1_genomic.fna","NZ_QAYT01000051.1","pseudomonas_aeruginosa","aeruginosa",1,0,81,6467346,216459,99.68,0.11,99.13,"Pseudomonas aeruginosa strain KCJK8014 NODE_10_length_218850_cov_12.4745_ID_19, whole genome shotgun sequence"
"GCF_003053465.1_ASM305346v1_genomic.fna","NZ_QAYU01000031.1","pseudomonas_aeruginosa","aeruginosa",1,0,98,6467309,161670,99.68,0.54,96.98,"Pseudomonas aeruginosa strain KCJK8015 NODE_100_length_453_cov_0.677914_ID_199, whole genome shotgun sequence"
"GCF_003053485.1_ASM305348v1_genomic.fna","NZ_QAYV01000188.1","pseudomonas_aeruginosa","aeruginosa",1,0,184,6552357,67824,99.68,2.29,88.23,"Pseudomonas aeruginosa strain KCJK8016 NODE_100_length_19265_cov_3.57953_ID_199, whole genome shotgun sequence"
"GCF_003053625.1_ASM305362v1_genomic.fna","NZ_QAXX01000001.1","pseudomonas_sp.","graminis",0,0,29,5657564,381755,100,0.15,99.25,"Pseudomonas sp. GV012 Ga0189747_101, whole genome shotgun sequence"
"GCF_003054105.1_ASM305410v1_genomic.fna","NZ_QBKK01000001.1","pseudomonas_sp.","graminis",0,0,32,5657310,364207,100,0.15,99.25,"Pseudomonas sp. GV021 Ga0189748_101, whole genome shotgun sequence"
"GCF_003055225.1_ASM305522v1_genomic.fna","NZ_QBEA01000010.1","pseudomonas_aeruginosa","aeruginosa",1,0,50,6500972,316112,99.68,0.08,99.28,"Pseudomonas aeruginosa strain HIAE_PA22 10c, whole genome shotgun sequence"
"GCF_003055235.1_ASM305523v1_genomic.fna","NZ_QBEL01000010.1","pseudomonas_aeruginosa","aeruginosa",1,0,51,6807590,328955,99.68,0.11,99.13,"Pseudomonas aeruginosa strain HIAE_PA11 10c, whole genome shotgun sequence"
"GCF_003055265.1_ASM305526v1_genomic.fna","NZ_QBEN01000010.1","pseudomonas_aeruginosa","aeruginosa",1,0,58,6575144,397107,99.68,0.19,98.73,"Pseudomonas aeruginosa strain HIAE_PA09 10c, whole genome shotgun sequence"
"GCF_003055275.1_ASM305527v1_genomic.fna","NZ_QBEJ01000100.1","pseudomonas_aeruginosa","aeruginosa",1,0,113,6956738,234062,99.68,0.77,95.83,"Pseudomonas aeruginosa strain HIAE_PA13 100c, whole genome shotgun sequence"
"GCF_003055295.1_ASM305529v1_genomic.fna","NZ_QBEB01000087.1","pseudomonas_aeruginosa","aeruginosa",1,0,97,6862668,237600,99.68,0.13,99.03,"Pseudomonas aeruginosa strain HIAE_PA21 100c, whole genome shotgun sequence"
"GCF_003055325.1_ASM305532v1_genomic.fna","NZ_QBEO01000010.1","pseudomonas_aeruginosa","aeruginosa",1,0,30,6443673,502120,99.6,0.12,99,"Pseudomonas aeruginosa strain HIAE_PA08 10c, whole genome shotgun sequence"
"GCF_003055345.1_ASM305534v1_genomic.fna","NZ_QBEC01000072.1","pseudomonas_aeruginosa","aeruginosa",1,0,79,6812852,237919,99.68,0.45,97.43,"Pseudomonas aeruginosa strain HIAE_PA20 100c, whole genome shotgun sequence"
"GCF_003055365.1_ASM305536v1_genomic.fna","NZ_QBED01000084.1","pseudomonas_aeruginosa","aeruginosa",1,0,88,6847954,228007,99.68,0.45,97.43,"Pseudomonas aeruginosa strain HIAE_PA19 101c, whole genome shotgun sequence"
"GCF_003055385.1_ASM305538v1_genomic.fna","NZ_QBEQ01000010.1","pseudomonas_aeruginosa","aeruginosa",1,0,44,6328214,622874,99.68,0.43,97.53,"Pseudomonas aeruginosa strain HIAE_PA06 10c, whole genome shotgun sequence"
"GCF_003055405.1_ASM305540v1_genomic.fna","NZ_QBES01000010.1","pseudomonas_aeruginosa","aeruginosa",1,0,44,6459053,322158,99.68,0.22,98.58,"Pseudomonas aeruginosa strain HIAE_PA02 10c, whole genome shotgun sequence"
"GCF_003055425.1_ASM305542v1_genomic.fna","NZ_QBEG01000010.1","pseudomonas_aeruginosa","aeruginosa",1,0,80,6869213,306721,99.68,0.23,98.53,"Pseudomonas aeruginosa strain HIAE_PA16 10c, whole genome shotgun sequence"
"GCF_003055445.1_ASM305544v1_genomic.fna","NZ_QBEE01000081.1","pseudomonas_aeruginosa","aeruginosa",1,0,81,6765700,220988,99.68,0.5,97.18,"Pseudomonas aeruginosa strain HIAE_PA18 101c, whole genome shotgun sequence"
"GCF_003055465.1_ASM305546v1_genomic.fna","NZ_QBEH01000010.1","pseudomonas_aeruginosa","aeruginosa",1,0,37,6304700,521064,99.68,0.08,99.28,"Pseudomonas aeruginosa strain HIAE_PA15 10c, whole genome shotgun sequence"
"GCF_003055485.1_ASM305548v1_genomic.fna","NZ_QBEF01000010.1","pseudomonas_aeruginosa","aeruginosa",1,0,59,6735153,273309,99.36,0.45,97.11,"Pseudomonas aeruginosa strain HIAE_PA17 10c, whole genome shotgun sequence"
"GCF_003055505.1_ASM305550v1_genomic.fna","NZ_QBEI01000010.1","pseudomonas_aeruginosa","aeruginosa",1,0,23,6319608,1331374,99.68,0.13,99.03,"Pseudomonas aeruginosa strain HIAE_PA14 10c, whole genome shotgun sequence"
"GCF_003055525.1_ASM305552v1_genomic.fna","NZ_QBEK01000010.1","pseudomonas_aeruginosa","aeruginosa",1,0,40,6482623,305473,99.68,0.13,99.03,"Pseudomonas aeruginosa strain HIAE_PA12 10c, whole genome shotgun sequence"
"GCF_003055545.1_ASM305554v1_genomic.fna","NZ_QBEM01000100.1","pseudomonas_aeruginosa","aeruginosa",1,0,106,6527238,227887,99.68,0.14,98.98,"Pseudomonas aeruginosa strain HIAE_PA10 100c, whole genome shotgun sequence"
"GCF_003055555.1_ASM305555v1_genomic.fna","NZ_QBEP01000100.1","pseudomonas_aeruginosa","aeruginosa",1,0,124,6970574,212286,99.68,0.08,99.28,"Pseudomonas aeruginosa strain HIAE_PA07 100c, whole genome shotgun sequence"
"GCF_003055585.1_ASM305558v1_genomic.fna","NZ_QBER01000010.1","pseudomonas_aeruginosa","aeruginosa",1,0,61,6803262,245142,99.68,0.5,97.18,"Pseudomonas aeruginosa strain HIAE_PA05 10c, whole genome shotgun sequence"
"GCF_003057735.2_ASM305773v2_genomic.fna","NZ_QBIZ02000001.1","pseudomonas_sp.","oryzihabitans_group",0,0,37,5275578,257577,97.96,0.61,94.91,"Pseudomonas sp. RIT 411, whole genome shotgun sequence"
"GCF_003058185.1_ASM305818v1_genomic.fna","NZ_QBUF01000001.1","pseudomonas_sp.","panacis",1,0,40,6591772,398191,100,1.3,93.5,"Pseudomonas sp. GV105 Ga0189758_101, whole genome shotgun sequence"
"GCF_003058245.1_ASM305824v1_genomic.fna","NZ_QCWA01000001.1","pseudomonas_sp.","marginalis",1,0,39,6926455,537591,99.68,0.72,96.08,"Pseudomonas sp. GV047 Ga0189750_101, whole genome shotgun sequence"
"GCF_003060845.1_ASM306084v1_genomic.fna","NZ_CP028917.1","pseudomonas_aeruginosa","aeruginosa",1,0,1,6867314,6867314,99.68,0.24,98.48,"Pseudomonas aeruginosa strain JB2 chromosome, complete genome"
"GCF_003071265.1_ASM307126v1_genomic.fna","NZ_QBET01000010.1","pseudomonas_aeruginosa","aeruginosa",1,0,77,6764041,266093,99.57,0.79,95.62,"Pseudomonas aeruginosa strain HIAE_PA01 10c, whole genome shotgun sequence"
"GCF_003073615.1_ASM307361v1_genomic.fna","NZ_CP029089.1","pseudomonas_aeruginosa","aeruginosa",1,0,1,6853499,6853499,99.68,0.08,99.28,"Pseudomonas aeruginosa strain AR444 chromosome, complete genome"
"GCF_003073735.1_ASM307373v1_genomic.fna","NZ_CP029088.1","pseudomonas_aeruginosa","aeruginosa",1,0,1,7125975,7125975,99.36,0.13,98.71,"Pseudomonas aeruginosa strain AR445 chromosome, complete genome"
"GCF_003073795.1_ASM307379v1_genomic.fna","NZ_CP029090.1","pseudomonas_aeruginosa","aeruginosa",1,0,1,7267567,7267567,99.68,0.53,97.03,"Pseudomonas aeruginosa strain AR442 chromosome, complete genome"
"GCF_003073895.1_ASM307389v1_genomic.fna","NZ_CP029097.1","pseudomonas_aeruginosa","aeruginosa",1,0,3,7578039,7139518,99.68,1.21,93.63,"Pseudomonas aeruginosa strain AR439 chromosome, complete genome"
"GCF_003074095.1_ASM307409v1_genomic.fna","NZ_CP029148.1","pseudomonas_aeruginosa","aeruginosa",1,0,1,7167215,7167215,99.68,0.96,94.88,"Pseudomonas aeruginosa strain AR_0440 chromosome"
"GCF_003074115.1_ASM307411v1_genomic.fna","NZ_CP029147.1","pseudomonas_aeruginosa","aeruginosa",1,0,1,6776714,6776714,99.68,0.14,98.98,"Pseudomonas aeruginosa strain AR_0443 chromosome"
"GCF_003122265.1_ASM312226v1_genomic.fna","NZ_QFAV01000001.1","pseudomonas_prosekii","prosekii",0,0,104,5906228,117318,99.68,0.11,99.13,"Pseudomonas prosekii strain P2406 P2406_contig_0, whole genome shotgun sequence"
"GCF_003122305.1_ASM312230v1_genomic.fna","NZ_QFAW01000001.1","pseudomonas_prosekii","prosekii",0,0,113,6098373,110442,100,0.23,98.85,"Pseudomonas prosekii strain P2673 P2673_contig_0, whole genome shotgun sequence"
"GCF_003143795.1_ASM314379v1_genomic.fna","NZ_QFRL01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,131,7040354,202317,99.36,0.08,98.96,"Pseudomonas aeruginosa strain PAL0.1, whole genome shotgun sequence"
