"","bID","Bin.Id","Marker.lineage","X..genomes","X..markers","X..marker.sets","X0","X1","X2","X3","X4","X5.","Completeness","Contamination","Strain.heterogeneity","description","id","refseqSpecies","source","species_code","cleaned_filename","contigs_greater_0_bp","contigs_greater_1000_bp","contigs_greater_5000_bp","contigs_greater_10000_bp","contigs_greater_25000_bp","contigs_greater_50000_bp","total_length_greater_0_bp","total_length_greater_1000_bp","total_length_greater_5000_bp","total_length_greater_10000_bp","total_length_greater_25000_bp","total_length_greater_50000_bp","total_contigs","largest_contig","total_length","N50","N75","L50","L75","number_Ns_per_100_kbp","species","genID","speciesID"
"103","GCF_900105485.1_IMG-taxon_2667527397_annotated_assembly_genomic.fna","GCF_900105485.1_IMG-taxon_2667527397_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,832,1,0,0,0,100,0.08,0,"Pseudomonas granadensis strain LMG 27940 genome assembly, chromosome: I","NZ_LT629778.1","pseudomonas_granadensis","REFSEQ",26,"26_LT629778",1,1,1,1,1,1,5943170,5943170,5943170,5943170,5943170,5943170,1,5943170,5943170,5943170,5943170,1,1,1.68,"granadensis","LT629778","granadensis"
"104","GCF_900105495.1_IMG-taxon_2636416079_annotated_assembly_genomic.fna","GCF_900105495.1_IMG-taxon_2636416079_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,1,827,5,0,0,0,99.68,0.26,60,"Pseudomonas frederiksbergensis strain LMG 19851, whole genome shotgun sequence","NZ_FNTF01000002.1","pseudomonas_frederiksbergensis","REFSEQ",0,"0_FNTF01000002",2,2,2,2,2,2,6394336,6394336,6394336,6394336,6394336,6394336,2,6302433,6394336,6302433,6302433,1,1,0,"frederiksbergensis","FNTF01000002","frederiksbergensis"
"105","GCF_900105555.1_IMG-taxon_2675903003_annotated_assembly_genomic.fna","GCF_900105555.1_IMG-taxon_2675903003_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,7,822,4,0,0,0,98.93,0.32,0,"Pseudomonas coleopterorum strain LMG 28558, whole genome shotgun sequence","NZ_FNTZ01000002.1","pseudomonas_coleopterorum","REFSEQ",147,"147_FNTZ01000002",2,2,2,2,2,2,4922895,4922895,4922895,4922895,4922895,4922895,2,4857115,4922895,4857115,4857115,1,1,0,"coleopterorum","FNTZ01000002","coleopterorum"
"106","GCF_900105575.1_IMG-taxon_2639763190_annotated_assembly_genomic.fna","GCF_900105575.1_IMG-taxon_2639763190_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,823,10,0,0,0,100,1.3,0,"Pseudomonas rhodesiae strain LMG 17764 chromosome I","NZ_LT629801.1","pseudomonas_rhodesiae","REFSEQ",53,"53_LT629801",1,1,1,1,1,1,6417799,6417799,6417799,6417799,6417799,6417799,1,6417799,6417799,6417799,6417799,1,1,1.56,"rhodesiae","LT629801","rhodesiae"
"107","GCF_900105635.1_IMG-taxon_2639762655_annotated_assembly_genomic.fna","GCF_900105635.1_IMG-taxon_2639762655_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,830,3,0,0,0,100,0.29,0,"Pseudomonas kilonensis strain DSM 13647, whole genome shotgun sequence","NZ_FNTT01000002.1","pseudomonas_kilonensis","REFSEQ",95,"95_FNTT01000002",2,2,2,2,2,2,6415378,6415378,6415378,6415378,6415378,6415378,2,5740441,6415378,5740441,5740441,1,1,0,"kilonensis","FNTT01000002","kilonensis"
"108","GCF_900105655.1_IMG-taxon_2667527386_annotated_assembly_genomic.fna","GCF_900105655.1_IMG-taxon_2667527386_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,51,767,15,0,0,0,89.46,2.08,0,"Pseudomonas salegens strain CECT 8338 genome assembly, chromosome: I","NZ_LT629787.1","pseudomonas_salegens","REFSEQ",87,"87_LT629787",1,1,1,1,1,1,3796105,3796105,3796105,3796105,3796105,3796105,1,3796105,3796105,3796105,3796105,1,1,2.63,"salegens","LT629787","salegens"
"109","GCF_900105675.1_IMG-taxon_2667527385_annotated_assembly_genomic.fna","GCF_900105675.1_IMG-taxon_2667527385_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,828,5,0,0,0,100,0.44,0,"Pseudomonas synxantha strain LMG 2190 genome assembly, chromosome: I","NZ_LT629786.1","pseudomonas_synxantha","REFSEQ",14,"14_LT629786",1,1,1,1,1,1,6842016,6842016,6842016,6842016,6842016,6842016,1,6842016,6842016,6842016,6842016,1,1,1.46,"synxantha","LT629786","synxantha"
"110","GCF_900105735.1_IMG-taxon_2667528168_annotated_assembly_genomic.fna","GCF_900105735.1_IMG-taxon_2667528168_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,830,3,0,0,0,100,0.35,0,"Pseudomonas yamanorum strain LMG 27247 genome assembly, chromosome: I","NZ_LT629793.1","pseudomonas_yamanorum","REFSEQ",85,"85_LT629793",1,1,1,1,1,1,7087525,7087525,7087525,7087525,7087525,7087525,1,7087525,7087525,7087525,7087525,1,1,1.41,"yamanorum","LT629793","yamanorum"
"111","GCF_900105795.1_IMG-taxon_2636416190_annotated_assembly_genomic.fna","GCF_900105795.1_IMG-taxon_2636416190_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,824,8,1,0,0,100,1.07,18.18,"Pseudomonas orientalis strain LMG 23660 chromosome I","NZ_LT629782.1","pseudomonas_orientalis","REFSEQ",71,"71_LT629782",1,1,1,1,1,1,6130232,6130232,6130232,6130232,6130232,6130232,1,6130232,6130232,6130232,6130232,1,1,1.63,"orientalis","LT629782","orientalis"
"112","GCF_900105805.1_IMG-taxon_2639762633_annotated_assembly_genomic.fna","GCF_900105805.1_IMG-taxon_2639762633_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,830,3,0,0,0,100,0.72,66.67,"Pseudomonas moraviensis strain LMG 24280 chromosome I","NZ_LT629788.1","pseudomonas_moraviensis","REFSEQ",65,"65_LT629788",1,1,1,1,1,1,6092541,6092541,6092541,6092541,6092541,6092541,1,6092541,6092541,6092541,6092541,1,1,1.64,"moraviensis","LT629788","moraviensis"
"113","GCF_900105815.1_IMG-taxon_2639762518_annotated_assembly_genomic.fna","GCF_900105815.1_IMG-taxon_2639762518_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,829,4,0,0,0,100,0.83,0,"Pseudomonas brenneri strain DSM 15294 chromosome I","NZ_LT629800.1","pseudomonas_brenneri","REFSEQ",125,"125_LT629800",1,1,1,1,1,1,6032706,6032706,6032706,6032706,6032706,6032706,1,6032706,6032706,6032706,6032706,1,1,1.66,"brenneri","LT629800","brenneri"
"114","GCF_900105825.1_IMG-taxon_2667527228_annotated_assembly_genomic.fna","GCF_900105825.1_IMG-taxon_2667527228_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,828,5,0,0,0,100,0.61,0,"Pseudomonas vancouverensis strain LMG 20222 chromosome I","NZ_LT629803.1","pseudomonas_vancouverensis","REFSEQ",96,"96_LT629803",1,1,1,1,1,1,6424905,6424905,6424905,6424905,6424905,6424905,1,6424905,6424905,6424905,6424905,1,1,1.56,"vancouverensis","LT629803","vancouverensis"
"115","GCF_900105835.1_IMG-taxon_2667527431_annotated_assembly_genomic.fna","GCF_900105835.1_IMG-taxon_2667527431_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,1,829,3,0,0,0,99.95,0.22,0,"Pseudomonas fragi strain NRRL B-727 genome assembly, chromosome: I","NZ_LT629783.1","pseudomonas_fragi","REFSEQ",23,"23_LT629783",1,1,1,1,1,1,5072304,5072304,5072304,5072304,5072304,5072304,1,5072304,5072304,5072304,5072304,1,1,1.97,"fragi","LT629783","fragi"
"116","GCF_900105885.1_IMG-taxon_2667527223_annotated_assembly_genomic.fna","GCF_900105885.1_IMG-taxon_2667527223_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,33,791,8,1,0,0,93.27,1.04,0,"Pseudomonas guangdongensis strain CCTCC AB 2012022 chromosome I","NZ_LT629780.1","pseudomonas_guangdongensis","REFSEQ",22,"22_LT629780",1,1,1,1,1,1,3191154,3191154,3191154,3191154,3191154,3191154,1,3191154,3191154,3191154,3191154,1,1,3.13,"guangdongensis","LT629780","guangdongensis"
"117","GCF_900105935.1_IMG-taxon_2645728113_annotated_assembly_genomic.fna","GCF_900105935.1_IMG-taxon_2645728113_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,3,825,5,0,0,0,99.36,1.15,0,"Pseudomonas costantinii strain LMG 22119, whole genome shotgun sequence","NZ_FNTS01000002.1","pseudomonas_costantinii","REFSEQ",157,"157_FNTS01000002",2,2,2,2,2,1,6711067,6711067,6711067,6711067,6711067,6663720,2,6663720,6711067,6663720,6663720,1,1,0,"costantinii","FNTS01000002","costantinii"
"118","GCF_900105955.1_IMG-taxon_2639763197_annotated_assembly_genomic.fna","GCF_900105955.1_IMG-taxon_2639763197_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,822,11,0,0,0,100,1.04,72.73,"Pseudomonas proteolytica strain LMG 22710, whole genome shotgun sequence","NZ_FNTR01000007.1","pseudomonas_proteolytica","REFSEQ",107,"107_FNTR01000007",7,7,7,7,7,6,6496015,6496015,6496015,6496015,6496015,6446844,7,4237315,6496015,4237315,781100,1,2,0,"proteolytica","FNTR01000007","proteolytica"
"119","GCF_900105975.1_IMG-taxon_2639762588_annotated_assembly_genomic.fna","GCF_900105975.1_IMG-taxon_2639762588_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,1,828,4,0,0,0,99.68,0.61,0,"Pseudomonas palleroniana strain LMG 23076, whole genome shotgun sequence","NZ_FNUA01000002.1","pseudomonas_palleroniana","REFSEQ",120,"120_FNUA01000002",2,2,2,2,2,2,6153135,6153135,6153135,6153135,6153135,6153135,2,5814540,6153135,5814540,5814540,1,1,0,"palleroniana","FNUA01000002","palleroniana"
"120","GCF_900105995.1_IMG-taxon_2667527387_annotated_assembly_genomic.fna","GCF_900105995.1_IMG-taxon_2667527387_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,39,790,4,0,0,0,93.47,0.58,0,"Pseudomonas pohangensis strain DSM 17875 genome assembly, chromosome: I","NZ_LT629785.1","pseudomonas_pohangensis","REFSEQ",77,"77_LT629785",1,1,1,1,1,1,3769689,3769689,3769689,3769689,3769689,3769689,1,3769689,3769689,3769689,3769689,1,1,2.65,"pohangensis","LT629785","pohangensis"
"121","GCF_900106005.1_IMG-taxon_2675902957_annotated_assembly_genomic.fna","GCF_900106005.1_IMG-taxon_2675902957_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,831,2,0,0,0,100,0.14,0,"Pseudomonas mediterranea strain DSM 16733 chromosome I","NZ_LT629790.1","pseudomonas_mediterranea","REFSEQ",105,"105_LT629790",1,1,1,1,1,1,6346235,6346235,6346235,6346235,6346235,6346235,1,6346235,6346235,6346235,6346235,1,1,1.58,"mediterranea","LT629790","mediterranea"
"122","GCF_900106015.1_IMG-taxon_2667527235_annotated_assembly_genomic.fna","GCF_900106015.1_IMG-taxon_2667527235_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,2,825,6,0,0,0,99.79,0.39,16.67,"Pseudomonas sihuiensis strain KCTC 32246 genome assembly, chromosome: I","NZ_LT629797.1","pseudomonas_sihuiensis","REFSEQ",151,"151_LT629797",1,1,1,1,1,1,5476367,5476367,5476367,5476367,5476367,5476367,1,5476367,5476367,5476367,5476367,1,1,1.83,"sihuiensis","LT629797","sihuiensis"
"123","GCF_900106025.1_IMG-taxon_2636416188_annotated_assembly_genomic.fna","GCF_900106025.1_IMG-taxon_2636416188_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,829,4,0,0,0,100,0.74,0,"Pseudomonas migulae strain LMG 21608, whole genome shotgun sequence","NZ_FNTY01000002.1","pseudomonas_migulae","REFSEQ",131,"131_FNTY01000002",2,2,2,2,2,2,6782308,6782308,6782308,6782308,6782308,6782308,2,6112172,6782308,6112172,6112172,1,1,0,"migulae","FNTY01000002","migulae"
"124","GCF_900106045.1_IMG-taxon_2667527233_annotated_assembly_genomic.fna","GCF_900106045.1_IMG-taxon_2667527233_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,828,5,0,0,0,100,0.5,0,"Pseudomonas mucidolens strain LMG 2223 genome assembly, chromosome: I","NZ_LT629802.1","pseudomonas_mucidolens","REFSEQ",140,"140_LT629802",1,1,1,1,1,1,5853167,5853167,5853167,5853167,5853167,5853167,1,5853167,5853167,5853167,5853167,1,1,1.71,"mucidolens","LT629802","mucidolens"
"125","GCF_900106065.1_IMG-taxon_2636416004_annotated_assembly_genomic.fna","GCF_900106065.1_IMG-taxon_2636416004_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,828,5,0,0,0,100,0.47,0,"Pseudomonas mandelii strain LMG 21607 genome assembly, chromosome: I","NZ_LT629796.1","pseudomonas_mandelii","REFSEQ",75,"75_LT629796",1,1,1,1,1,1,7041758,7041758,7041758,7041758,7041758,7041758,1,7041758,7041758,7041758,7041758,1,1,1.42,"mandelii","LT629796","mandelii"
"126","GCF_900106085.1_IMG-taxon_2639763195_annotated_assembly_genomic.fna","GCF_900106085.1_IMG-taxon_2639763195_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,1,831,1,0,0,0,99.68,0.08,0,"Pseudomonas corrugata strain LMG 2172 chromosome I","NZ_LT629798.1","pseudomonas_corrugata","REFSEQ",117,"117_LT629798",1,1,1,1,1,1,6150838,6150838,6150838,6150838,6150838,6150838,1,6150838,6150838,6150838,6150838,1,1,1.63,"corrugata","LT629798","corrugata"
"127","GCF_900106095.1_IMG-taxon_2636416038_annotated_assembly_genomic.fna","GCF_900106095.1_IMG-taxon_2636416038_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,1,825,7,0,0,0,99.95,0.57,57.14,"Pseudomonas deceptionensis strain LMG 25555, whole genome shotgun sequence","NZ_FNUD01000002.1","pseudomonas_deceptionensis","REFSEQ",146,"146_FNUD01000002",2,2,1,1,1,1,5096762,5096762,5095053,5095053,5095053,5095053,2,5095053,5096762,5095053,5095053,1,1,0,"deceptionensis","FNUD01000002","deceptionensis"
"128","GCF_900106105.1_IMG-taxon_2636416189_annotated_assembly_genomic.fna","GCF_900106105.1_IMG-taxon_2636416189_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,1,830,2,0,0,0,99.95,0.19,0,"Pseudomonas psychrophila strain LMG 24276 chromosome I","NZ_LT629795.1","pseudomonas_psychrophila","REFSEQ",91,"91_LT629795",1,1,1,1,1,1,5322478,5322478,5322478,5322478,5322478,5322478,1,5322478,5322478,5322478,5322478,1,1,1.88,"psychrophila","LT629795","psychrophila"
"129","GCF_900106975.1_IMG-taxon_2671180037_annotated_assembly_genomic.fna","GCF_900106975.1_IMG-taxon_2671180037_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,2,822,9,0,0,0,99.68,1.07,0,"Pseudomonas kuykendallii strain NRRL B-59562, whole genome shotgun sequence","NZ_FNNU01000015.1","pseudomonas_kuykendallii","REFSEQ",54,"54_FNNU01000015",15,15,14,11,10,9,4690373,4690373,4687243,4668932,4653199,4627062,15,1112858,4690373,700257,445240,3,5,13.96,"kuykendallii","FNNU01000015","kuykendallii"
"130","GCF_900107155.1_IMG-taxon_2663763605_annotated_assembly_genomic.fna","GCF_900107155.1_IMG-taxon_2663763605_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,829,4,0,0,0,100,0.53,0,"Pseudomonas salomonii strain ICMP 14252, whole genome shotgun sequence","NZ_FNOX01000039.1","pseudomonas_salomonii","REFSEQ",36,"36_FNOX01000039",39,39,30,29,26,22,6954378,6954378,6932770,6925166,6859559,6712192,39,871456,6954378,447140,259510,6,11,73.26,"salomonii","FNOX01000039","salomonii"
"131","GCF_900108535.1_IMG-taxon_2675902960_annotated_assembly_genomic.fna","GCF_900108535.1_IMG-taxon_2675902960_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,3,823,7,0,0,0,99.04,1.07,0,"Pseudomonas xanthomarina strain LMG 23572 genome assembly, chromosome: I","NZ_LT629970.1","pseudomonas_xanthomarina","REFSEQ",49,"49_LT629970",1,1,1,1,1,1,4332289,4332289,4332289,4332289,4332289,4332289,1,4332289,4332289,4332289,4332289,1,1,2.31,"xanthomarina","LT629970","xanthomarina"
"132","GCF_900108595.1_IMG-taxon_2667527230_annotated_assembly_genomic.fna","GCF_900108595.1_IMG-taxon_2667527230_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,3,827,3,0,0,0,99.83,0.43,0,"Pseudomonas fuscovaginae strain LMG 2158 genome assembly, chromosome: I","NZ_LT629972.1","pseudomonas_fuscovaginae","REFSEQ",132,"132_LT629972",1,1,1,1,1,1,6592354,6592354,6592354,6592354,6592354,6592354,1,6592354,6592354,6592354,6592354,1,1,1.52,"fuscovaginae","LT629972","fuscovaginae"
"133","GCF_900109155.1_IMG-taxon_2671180034_annotated_assembly_genomic.fna","GCF_900109155.1_IMG-taxon_2671180034_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,3,819,11,0,0,0,99.2,1.87,0,"Pseudomonas oleovorans strain RS1, whole genome shotgun sequence","NZ_FNZC01000117.1","pseudomonas_oleovorans","REFSEQ",135,"135_FNZC01000117",118,118,100,92,63,39,4784556,4784556,4746673,4681175,4159974,3365199,118,174264,4784556,69240,37509,23,45,137.36,"oleovorans","FNZC01000117","oleovorans"
"134","GCF_900109175.1_IMG-taxon_2663762776_annotated_assembly_genomic.fna","GCF_900109175.1_IMG-taxon_2663762776_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,21,793,17,2,0,0,95.46,2.5,13.04,"Pseudomonas linyingensis strain LMG 25967, whole genome shotgun sequence","NZ_FNZE01000043.1","pseudomonas_linyingensis","REFSEQ",158,"158_FNZE01000043",43,43,34,31,29,25,4721122,4721122,4703481,4681215,4646906,4511710,43,467980,4721122,231539,124068,7,14,65.11,"linyingensis","FNZE01000043","linyingensis"
"135","GCF_900109735.1_IMG-taxon_2663763602_annotated_assembly_genomic.fna","GCF_900109735.1_IMG-taxon_2663763602_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,40,784,9,0,0,0,90.71,1.34,0,"Pseudomonas hussainii strain JCM 19513, whole genome shotgun sequence","NZ_FOAS01000045.1","pseudomonas_hussainii","REFSEQ",44,"44_FOAS01000045",45,45,31,27,22,21,3682314,3682314,3659339,3634285,3551178,3523166,45,359612,3682314,215245,157754,7,12,42.53,"hussainii","FOAS01000045","hussainii"
"136","GCF_900110655.1_IMG-taxon_2663762771_annotated_assembly_genomic.fna","GCF_900110655.1_IMG-taxon_2663762771_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,1,828,4,0,0,0,99.68,0.32,0,"Pseudomonas soli strain LMG 27941, whole genome shotgun sequence","NZ_FOEQ01000034.1","pseudomonas_soli","REFSEQ",113,"113_FOEQ01000034",34,34,29,28,22,18,5644909,5644909,5635897,5629424,5524156,5396638,34,991515,5644909,357163,209683,5,9,74.47,"soli","FOEQ01000034","soli"
"137","GCF_900110795.1_IMG-taxon_2663762783_annotated_assembly_genomic.fna","GCF_900110795.1_IMG-taxon_2663762783_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,7,818,8,0,0,0,99.2,1.03,0,"Pseudomonas lutea strain JCM 3352, whole genome shotgun sequence","NZ_FOEV01000053.1","pseudomonas_lutea","REFSEQ",15,"15_FOEV01000053",53,53,35,29,23,19,5421602,5421602,5387896,5340583,5245246,5113603,53,512669,5421602,322783,211128,7,11,0,"luteola","FOEV01000053","luteola"
"138","GCF_900110925.1_IMG-taxon_2663763600_annotated_assembly_genomic.fna","GCF_900110925.1_IMG-taxon_2663763600_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,1,822,10,0,0,0,99.89,0.59,0,"Pseudomonas cuatrocienegasensis strain CIP 109853, whole genome shotgun sequence","NZ_FOFP01000048.1","pseudomonas_cuatrocienegasensis","REFSEQ",9,"9_FOFP01000048",50,50,41,35,31,24,5358739,5358739,5335788,5290950,5232425,4956399,50,604798,5358739,246774,142711,7,15,190.83,"cuatrocienegasensis","FOFP01000048","cuatrocienegasensis"
"139","GCF_900111225.1_IMG-taxon_2671180106_annotated_assembly_genomic.fna","GCF_900111225.1_IMG-taxon_2671180106_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,47,773,13,0,0,0,91.6,1.64,0,"Pseudomonas bauzanensis strain DSM 22558, whole genome shotgun sequence","NZ_FOGN01000015.1","pseudomonas_bauzanensis","REFSEQ",52,"52_FOGN01000015",16,16,13,12,11,10,3542729,3542729,3534157,3524443,3508700,3459147,16,1379517,3542729,414199,302805,2,5,41.66,"bauzanensis","FOGN01000015","bauzanensis"
"140","GCF_900111735.1_IMG-taxon_2671180035_annotated_assembly_genomic.fna","GCF_900111735.1_IMG-taxon_2671180035_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,831,2,0,0,0,100,0.11,0,"Pseudomonas graminis strain DSM 11363, whole genome shotgun sequence","NZ_FOHW01000098.1","pseudomonas_graminis","REFSEQ",41,"41_FOHW01000098",98,98,76,68,55,37,5852045,5852045,5803901,5743641,5520122,4867495,98,398862,5852045,130494,68969,15,30,112.11,"graminis","FOHW01000098","graminis"
"141","GCF_900111835.1_IMG-taxon_2663762781_annotated_assembly_genomic.fna","GCF_900111835.1_IMG-taxon_2663762781_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,3,827,3,0,0,0,99.28,0.72,0,"Pseudomonas otitidis strain DSM 17224, whole genome shotgun sequence","NZ_FOJP01000049.1","pseudomonas_otitidis","REFSEQ",58,"58_FOJP01000049",50,50,42,40,33,28,6344741,6344741,6328142,6313173,6193542,6000901,50,556124,6344741,271825,185555,10,17,40.84,"otitidis","FOJP01000049","otitidis"
"142","GCF_900111895.1_IMG-taxon_2663762772_annotated_assembly_genomic.fna","GCF_900111895.1_IMG-taxon_2663762772_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,831,2,0,0,0,100,0.4,0,"Pseudomonas simiae strain CCUG 50988, whole genome shotgun sequence","NZ_FOKB01000023.1","pseudomonas_simiae","REFSEQ",10,"10_FOKB01000023",23,23,18,18,16,16,6239853,6239853,6227195,6227195,6203609,6203609,23,1238362,6239853,750639,330815,4,7,53.69,"simiae","FOKB01000023","simiae"
"143","GCF_900112375.1_IMG-taxon_2663762793_annotated_assembly_genomic.fna","GCF_900112375.1_IMG-taxon_2663762793_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,1,820,11,1,0,0,99.68,2.17,0,"Pseudomonas citronellolis strain LMG 18378, whole genome shotgun sequence","NZ_FOLS01000075.1","pseudomonas_citronellolis","REFSEQ",100,"100_FOLS01000075",76,76,64,63,55,45,7198503,7198503,7167887,7162131,7014627,6640122,76,386725,7198503,157758,108761,16,29,38.9,"citronellolis","FOLS01000075","citronellolis"
"144","GCF_900112645.1_IMG-taxon_2663762767_annotated_assembly_genomic.fna","GCF_900112645.1_IMG-taxon_2663762767_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,1,831,1,0,0,0,99.68,0.08,0,"Pseudomonas straminea strain JCM 2783, whole genome shotgun sequence","NZ_FOMO01000020.1","pseudomonas_straminea","REFSEQ",154,"154_FOMO01000020",21,21,19,17,16,15,4992198,4992198,4987715,4974014,4958417,4909617,21,926042,4992198,548417,217057,4,7,3.91,"straminea","FOMO01000020","straminea"
"145","GCF_900113745.1_IMG-taxon_2667527413_annotated_assembly_genomic.fna","GCF_900113745.1_IMG-taxon_2667527413_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,1,821,11,0,0,0,99.68,0.9,9.09,"Pseudomonas guineae strain LMG 24016, whole genome shotgun sequence","NZ_FOQL01000010.1","pseudomonas_guineae","REFSEQ",111,"111_FOQL01000010",10,10,10,9,7,7,4149587,4149587,4149587,4144337,4105532,4105532,10,1979549,4149587,579936,556228,2,3,3.86,"guineae","FOQL01000010","guineae"
"146","GCF_900113905.1_IMG-taxon_2671180085_annotated_assembly_genomic.fna","GCF_900113905.1_IMG-taxon_2671180085_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,827,6,0,0,0,100,0.49,0,"Pseudomonas argentinensis strain LMG 22563, whole genome shotgun sequence","NZ_FORC01000015.1","pseudomonas_argentinensis","REFSEQ",144,"144_FORC01000015",15,15,10,10,9,7,5108022,5108022,5096401,5096401,5080112,4986184,15,1881468,5108022,1308850,706881,2,3,10.18,"argentinensis","FORC01000015","argentinensis"
"147","GCF_900114065.1_IMG-taxon_2663763606_annotated_assembly_genomic.fna","GCF_900114065.1_IMG-taxon_2663763606_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,2,825,6,0,0,0,99.36,0.84,0,"Pseudomonas kunmingensis strain DSM 25974, whole genome shotgun sequence","NZ_FORS01000031.1","pseudomonas_kunmingensis","REFSEQ",81,"81_FORS01000031",33,33,26,22,18,14,4654543,4654543,4642575,4607841,4551142,4396429,33,889916,4654543,480906,240698,4,7,6.02,"kunmingensis","FORS01000031","kunmingensis"
"148","GCF_900114765.1_IMG-taxon_2663763599_annotated_assembly_genomic.fna","GCF_900114765.1_IMG-taxon_2663763599_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,45,774,14,0,0,0,92.5,1.6,0,"Pseudomonas pachastrellae strain JCM 12285, whole genome shotgun sequence","NZ_FOUD01000055.1","pseudomonas_pachastrellae","REFSEQ",129,"129_FOUD01000055",55,55,41,34,29,25,3934694,3934694,3899717,3850576,3786024,3643347,55,326956,3934694,153272,115222,10,17,34.28,"pachastrellae","FOUD01000055","pachastrellae"
"149","GCF_900114825.1_IMG-taxon_2663762769_annotated_assembly_genomic.fna","GCF_900114825.1_IMG-taxon_2663762769_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,66,755,12,0,0,0,88.48,1.34,0,"Pseudomonas yangmingensis strain DSM 24213, whole genome shotgun sequence","NZ_FOUI01000047.1","pseudomonas_yangmingensis","REFSEQ",142,"142_FOUI01000047",47,47,30,26,20,18,3141501,3141501,3105965,3077437,2983178,2913074,47,457066,3141501,168739,104244,6,12,26.64,"yangmingensis","FOUI01000047","yangmingensis"
"150","GCF_900115475.1_IMG-taxon_2663762774_annotated_assembly_genomic.fna","GCF_900115475.1_IMG-taxon_2663762774_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,1,826,6,0,0,0,99.84,0.71,0,"Pseudomonas composti strain CCUG 59231, whole genome shotgun sequence","NZ_FOWP01000027.1","pseudomonas_composti","REFSEQ",136,"136_FOWP01000027",28,28,24,24,22,20,5392494,5392494,5381627,5381627,5352838,5267512,28,841801,5392494,425534,197756,5,11,38.2,"composti","FOWP01000027","composti"
"151","GCF_900115555.1_IMG-taxon_2671180032_annotated_assembly_genomic.fna","GCF_900115555.1_IMG-taxon_2671180032_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,4,821,7,1,0,0,98.99,1.2,10,"Pseudomonas borbori strain DSM 17834, whole genome shotgun sequence","NZ_FOWX01000096.1","pseudomonas_borbori","REFSEQ",112,"112_FOWX01000096",96,96,73,61,45,35,5270473,5270473,5205826,5120186,4874442,4545050,96,298140,5270473,159007,85050,13,26,48.67,"borbori","FOWX01000096","borbori"
"152","GCF_900115695.1_IMG-taxon_2663762766_annotated_assembly_genomic.fna","GCF_900115695.1_IMG-taxon_2663762766_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,2,829,2,0,0,0,99.78,0.11,0,"Pseudomonas toyotomiensis strain JCM 15604, whole genome shotgun sequence","NZ_FOXK01000040.1","pseudomonas_toyotomiensis","REFSEQ",159,"159_FOXK01000040",41,41,26,21,20,16,5489814,5489814,5457439,5428595,5412790,5241615,41,645558,5489814,444280,296245,5,9,0.18,"toyotomiensis","FOXK01000040","toyotomiensis"
